title,runtime,budget,original_language,Year,Month,Genre
Into the Woods,125.0,50000000,en,2014,12,Fantasy Comedy Music 
The Interview,112.0,44000000,en,2014,12,Action Comedy 
Kingsman: The Secret Service,130.0,81000000,en,2015,01,Crime Comedy Action Adventure 
Night at the Museum: Secret of the Tomb,97.0,127000000,en,2014,12,Adventure Comedy Fantasy Family 
With Love... from the Age of Reason,89.0,8000000,fr,2010,07,Comedy 
Second Skin,95.0,3,en,2000,12,Drama Thriller Romance Foreign 
Madea's Big Happy Family,106.0,25000000,en,2011,04,Comedy Drama 
Blast,105.0,700000,en,1997,03,Action 
Seventh Son,102.0,95000000,en,2014,12,Adventure Fantasy 
Gloss,118.0,2500000,ru,2007,08,Comedy Drama 
Myn Bala: Warriors of the Steppe,133.0,10,ru,2012,04,Action Adventure Drama 
Piranhaconda,90.0,1000000,en,2012,06,Horror Science Fiction 
Corner Gas: The Movie,90.0,8500000,en,2014,12,Family Comedy 
Fighting Mad,90.0,600000,en,1976,02,Drama Action 
Let's Kill Ward's Wife,81.0,5000000,en,2014,12,Comedy 
Force of Execution,98.0,10000000,en,2013,12,Action Crime 
Ask Me Anything,100.0,950000,en,2014,04,Drama Mystery Thriller 
Fishtales,94.0,14000000,en,2007,08,Fantasy Drama Comedy Science Fiction Romance Family Foreign 
The Swedish Moment,75.0,495000,fi,2014,11,Comedy 
Raspberry Boat Refugee,93.0,3200000,sv,2014,08,Comedy 
Annie,119.0,65000000,en,2014,12,Comedy Drama Family 
PK,153.0,13000000,hi,2014,12,Comedy Drama Science Fiction 
Foodfight!,87.0,65000000,en,2012,06,Animation Action Comedy Family 
Forever Lulu,95.0,20000000,en,2000,01,Drama Comedy Romance 
Now You Know,102.0,380000,en,2002,01,Comedy Romance 
Drishyam,160.0,750000,ml,2013,12,Crime Thriller 
Moon Man,95.0,12000,de,2012,12,Family 
Foreign Exchange,85.0,1000000,en,2008,09,Comedy 
FrackNation,77.0,150000,en,2013,01,Documentary 
Louis Cyr : The Strongest Man in the World,130.0,8500000,fr,2013,07,Drama History 
Chappie,120.0,49000000,en,2015,03,Crime Action Science Fiction 
Gimme Shelter,101.0,7500000,en,2013,10,Drama 
Girls Gone Dead,104.0,500000,en,2012,03,Horror Comedy 
Go for It!,105.0,2450000,en,2011,05,Drama Family 
Savannah,101.0,5000000,en,2013,04,Romance History Drama Family 
Taken 3,109.0,48000000,en,2014,12,Thriller Action 
Blackhat,133.0,70000000,en,2015,01,Crime Drama Mystery 
Terminator Genisys,126.0,155000000,en,2015,06,Science Fiction Action Thriller Adventure 
The Woman in Black 2: Angel of Death,90.0,1000000,en,2014,12,Thriller Horror Drama 
Bloodsuckers,99.0,1700000,en,2005,07,Horror Science Fiction 
Poolside,15.0,400,en,2012,01,Crime Drama 
Forbidden Kingdom,127.0,26000000,ru,2014,01,Thriller Adventure Mystery Fantasy 
A Patriotic Man,97.0,2300000,fi,2013,12,Drama Comedy 
Justin Bieber: Never Say Never,105.0,13000000,en,2011,02,Documentary Music Family 
Shriek If You Know What I Did Last Friday the Thirteenth,86.0,5000000,en,2000,10,Comedy 
Highlander V: The Source,86.0,13000000,en,2007,02,Action Fantasy Science Fiction 
Seed,90.0,10000000,en,2007,04,Horror 
Nurse 3-D,99.0,10,en,2013,09,Horror Thriller 
The Fox & the Child,110.0,13000000,fr,2007,12,Comedy 
"Tad, the Lost Explorer",90.0,10500000,es,2012,08,Animation Comedy Adventure Family 
Tactical Force,91.0,8400000,en,2011,08,Action Thriller 
The Duke of Burgundy,101.0,1000000,en,2014,10,Drama 
Peeples,95.0,15,en,2013,05,Comedy 
F,79.0,1300000,en,2010,09,Horror Thriller 
Nothing Left to Fear,100.0,3000000,en,2013,09,Horror 
Gun,81.0,10000000,en,2010,06,Action Thriller 
The Reunion,96.0,6000000,en,2011,10,Drama Action 
It Follows,100.0,2000000,en,2015,02,Horror Thriller 
Unit 7,95.0,3500000,es,2012,04,Drama Action 
Maattrraan,168.0,11340000,ta,2012,10,Action Romance 
The Tattooist,92.0,3000000,en,2007,11,Thriller Horror 
No Man's Land: The Rise of Reeker,88.0,2000000,en,2008,05,Horror Thriller 
Sometimes They Come Back... Again,98.0,3000000,en,1996,09,Horror 
Highway to Hell,94.0,9000000,en,1991,11,Fantasy Action Comedy Science Fiction 
U.F.O.,101.0,2500000,en,2012,12,Action Adventure Science Fiction 
The Berlin File,120.0,9000000,ko,2013,01,Action Drama Thriller 
Happy New Year,180.0,25000000,hi,2014,10,Action Comedy Crime 
Jack the Giant Killer,87.0,50000,en,2013,03,Action Fantasy 
Elvis and Me,240.0,8000000,en,1988,02,TV Movie Drama Music 
Tim,109.0,600000,en,1979,07,Romance Drama 
Wrong Side of Town,88.0,1500000,en,2010,02,Action Crime 
Killer Movie,93.0,2000000,en,2008,01,Comedy Horror 
No Thanks,97.0,1600000,fi,2014,01,Drama Comedy 
Knockout,95.0,9000000,en,2011,03,Adventure Action Drama Family 
Trapped in the Closet: Chapters 23-33,45.0,750000,en,2012,11,Comedy Music Mystery 
Urban Explorer,88.0,3000000,de,2011,09,Horror Thriller 
Sacrifice,100.0,6800000,en,2011,04,Action 
Espacio interior,87.0,2500000,es,2013,07,Drama 
Made in Romania,96.0,2000000,en,2010,12,Comedy Foreign 
The Kill Hole,91.0,300000,en,2012,08,Action 
Princess and the Pony,88.0,17000,en,2011,01,Drama Family 
Psych:9,98.0,5000000,en,2010,05,Horror Mystery Thriller 
The Haunting Hour: Don't Think About It,87.0,3000000,en,2007,09,Fantasy Horror Family 
The Gene Generation,96.0,2500000,en,2007,01,Action Science Fiction 
On the Inside,95.0,4000000,en,2011,12,Drama Thriller 
Solomon and Sheba,139.0,5000000,en,1959,12,Drama History Romance War 
The Heavy,102.0,4500000,en,2010,04,Thriller Action Adventure 
Ground Control,98.0,500000,en,1998,08,Action Adventure Drama Thriller 
Ritual,87.0,200000,en,2012,04,Horror Thriller 
Tooth Fairy 2,90.0,5000000,en,2012,03,Comedy Family 
The Philly Kid,94.0,5000000,en,2012,05,Drama Action 
Merlin's Apprentice,176.0,12000000,en,2006,04,Adventure Fantasy 
Wild Cherry,120.0,3500000,en,2009,02,Comedy 
Shock,70.0,375000,en,1946,01,Drama Horror Thriller 
La Mission,117.0,2000000,en,2009,01,Drama 
Without Men,83.0,4,en,2011,06,Comedy Romance 
Peter and Vandy,78.0,500000,en,2009,01,Drama Comedy Romance 
Wicked Blood,92.0,3500000,en,2014,03,Action Drama Thriller 
"Little Fish, Strange Pond",80.0,485000,en,2009,10,Drama Crime Comedy 
Air Buddies,80.0,9000000,en,2006,12,Adventure Comedy Family 
Warlock III: The End of Innocence,94.0,2000000,en,1999,10,Fantasy Horror 
The Lost Tribe,86.0,1000000,en,2009,11,Action Adventure Drama Horror Thriller 
Miracle Dogs Too,85.0,600000,en,2006,04,Drama Family 
Wild Orchids,100.0,322000,en,1929,02,Drama Romance 
The Moon and Sixpence,89.0,401000,en,1942,10,Drama 
The Little Rascals Save the Day,93.0,8000000,en,2014,03,Comedy 
Night of Dark Shadows,95.0,900000,en,1971,08,Drama Horror Thriller Mystery Romance Foreign 
Mostly Ghostly,93.0,3600000,en,2008,09,Family Fantasy Horror 
The Thirteen Assassins,141.0,6,ja,1963,12,Adventure Action 
Stick,109.0,22000000,en,1985,04,Adventure Action Drama Crime 
Kandahar,103.0,7000000,en,2010,02,Drama Action 
Intermedio,82.0,1000000,en,2005,03,Horror Thriller 
Torrente 5: Operación Eurovegas,105.0,9272437,es,2014,10,Action Comedy 
Mad Max: Fury Road,120.0,150000000,en,2015,05,Action Adventure Science Fiction Thriller 
Insidious: Chapter 3,97.0,10000000,en,2015,06,Drama Horror Thriller 
Star Wars: The Force Awakens,136.0,245000000,en,2015,12,Action Adventure Science Fiction Fantasy 
Ben-Hur,125.0,100000000,en,2016,08,Adventure Drama Action 
Warcraft,123.0,160000000,en,2016,05,Action Adventure Fantasy 
Avengers: Age of Ultron,141.0,280000000,en,2015,04,Action Adventure Science Fiction 
Pirates of the Caribbean: Dead Men Tell No Tales,129.0,230000000,en,2017,05,Adventure Action Fantasy Comedy 
Ant-Man,117.0,130000000,en,2015,07,Science Fiction Action Adventure 
Fantastic Four,100.0,120000000,en,2015,08,Action Adventure Science Fiction 
Deadpool,108.0,58000000,en,2016,02,Action Adventure Comedy 
Guardians of the Galaxy Vol. 2,137.0,200000000,en,2017,04,Action Adventure Comedy Science Fiction 
Captain America: Civil War,147.0,250000000,en,2016,04,Adventure Action Science Fiction 
Doctor Strange,115.0,165000000,en,2016,10,Action Adventure Fantasy Science Fiction 
X-Men: Apocalypse,144.0,178000000,en,2016,05,Science Fiction 
Elsa & Fred,104.0,10000000,en,2014,03,Comedy Family Romance 
The Identical,107.0,12000000,en,2014,09,Music Drama 
Sankofa,124.0,1000000,en,1993,05,Drama 
Return of Sabata,100.0,245000,it,1971,09,Western 
The Phantom of the Opera,168.0,10000000,en,1990,03,Drama Horror Music Romance TV Movie 
Jealousy,77.0,4000000,fr,2013,10,Drama 
Rites of Passage,95.0,2500000,en,2012,04,Thriller 
Knife Fight,99.0,7000000,en,2013,01,Drama 
Legendary: Tomb of the Dragon,100.0,12000000,en,2013,05,Action Adventure 
Rain Fall,111.0,7000000,ja,2009,04,Thriller Action Adventure 
My Way,148.0,27563396,fr,2012,03,Drama 
Sisters,92.0,60000,en,2006,11,Mystery Thriller Horror 
Roma,148.0,2763806,es,2004,04,Drama Foreign 
The Derby Stallion,98.0,750000,en,2005,07,Drama Family 
The Christmas Party,86.0,3000000,da,2009,11,Comedy 
In the Name of the King III,85.0,3500000,en,2013,12,Action Adventure Drama Fantasy 
Hold Your Man,87.0,260000,en,1933,07,Drama Romance 
Hayride,93.0,60000,en,2012,10,Thriller Horror 
Scared To Death,93.0,74000,en,1981,03,Drama Science Fiction Horror 
The Corpse Grinders,72.0,47000,en,1971,05,Horror 
The Bowery,92.0,421496,en,1933,10,Comedy Drama 
The Happy Elf,45.0,53000000,en,2005,12,Animation Comedy Family 
Cake,102.0,7000000,en,2014,09,Drama 
The Grind,88.0,1200000,en,2009,09,Action Thriller Romance 
SeaFood,93.0,2219684,th,2011,10,Animation Comedy Family Adventure 
The Snow Queen,76.0,7000000,ru,2012,10,Animation Fantasy 
Hard Contract,106.0,4000000,en,1969,04,Crime Romance 
Hansel and Gretel,35.0,116000,en,1982,01,Fantasy Family Horror Comedy 
The Last Flight,98.0,24000000,fr,2009,11,Adventure Drama Romance 
Hollidaysburg,88.0,600000,en,2014,09,Comedy 
The Front,90.0,5000000,en,2010,04,TV Movie Crime Drama Mystery 
House of Usher,83.0,1000000,en,2008,05,Horror Thriller 
The Hypnotic Eye,79.0,365000,en,1960,02,Horror 
The Lightkeepers,96.0,4500000,en,2009,12,Comedy Drama Romance 
Absolute Deception,92.0,5000000,en,2013,06,Action 
The Gambler,111.0,25000000,en,2014,12,Thriller Crime Drama 
Justice League: Throne of Atlantis,72.0,3500000,en,2015,01,Science Fiction Action Animation Adventure 
The Dolphin: Story of a Dreamer,86.0,3000000,es,2009,10,Animation 
Spanish Judges,94.0,3500000,en,2000,10,Crime Drama 
Underwater!,99.0,3500000,en,1955,02,Adventure Drama 
The Matchmaker,112.0,2150000,he,2010,06,Drama 
The Hessen Affair,108.0,20000000,en,2009,01,History Drama Action 
Touching Home,108.0,2000000,en,2008,04,Drama 
Sweeney!,89.0,209595,en,1977,01,Action Crime Drama 
Winnie Mandela,107.0,15000000,en,2011,09,Drama 
Snow White: A Deadly Summer,85.0,1000000,en,2012,03,Horror Thriller 
Medium Raw,111.0,1000000,en,2010,08,Fantasy Horror Thriller 
Silent Partner,96.0,3600000,en,2005,05,Action Crime 
Three Can Play That Game,87.0,1000000,en,2007,01,Comedy Romance 
The Black Pimpernel,95.0,5000000,en,2007,09,Drama History Romance Thriller 
Parrish,138.0,1500000,en,1961,05,Drama Romance 
The Inheritance,90.0,500000,en,2011,04,Drama Horror Thriller Foreign 
The Legend of Bloody Mary,93.0,1000000,en,2008,12,Horror Mystery Thriller 
Lost Signal,104.0,2000000,en,2007,11,Horror Thriller 
Slap Shot 3: The Junior League,90.0,4500000,en,2008,12,Action Adventure Comedy 
He Who Dares,82.0,1000000,en,2014,01,Action 
Tasting Menu,85.0,3780000,es,2013,06,Comedy 
The Amazing Catfish,87.0,1300000,es,2013,08,Comedy Drama 
Mortdecai,106.0,60000000,en,2015,01,Comedy Adventure 
Fifty Shades of Grey,125.0,40000000,en,2015,02,Drama Romance Thriller 
Within the Woods,32.0,1600,en,1978,11,Horror 
The Cat's Out,7.0,11087,en,1931,07,Animation 
The Black Cat,70.0,176000,en,1941,05,Comedy Horror Mystery 
Latitudes,82.0,670,pt,2014,02,Drama Romance 
The Shadow Men,95.0,2000000,en,1997,09,Horror Science Fiction Thriller 
Wolves,90.0,18000000,en,2014,08,Horror Action 
The Woodcarver,96.0,3000000,en,2012,03,Drama 
Apostle Peter and the Last Supper,88.0,750000,en,2012,02,History Drama 
American Heist,94.0,10000000,en,2014,09,Action 
The Good Son,88.0,560000,fi,2011,03,Thriller 
Miraculum,104.0,4600000,fr,2014,02,Drama 
The Pacific,540.0,120000000,en,2010,03,Action Adventure Drama History War 
7 Days in Havana,129.0,3800000,es,2012,04,Drama 
The DUFF,100.0,8500000,en,2015,02,Romance Comedy 
Dark Dungeons,40.0,1000,en,2014,08,Drama Fantasy Horror 
Anotherworld,109.0,40000,en,2008,01,Drama Romance Foreign 
Of Horses and Men,85.0,10,is,2013,08,Drama Romance Comedy 
The Fox and the Hound 2,69.0,24000000,en,2006,11,Adventure Animation Comedy Family 
Land,76.0,415000,en,2010,05,Documentary 
Bells from the Deep,60.0,517000,de,1993,01,Documentary 
Line of Sight,60.0,100000,en,2012,07,Documentary 
Dream Team 1935,120.0,2620000,lv,2012,11,Comedy Drama History 
Defenders of Riga,118.0,3550000,en,2007,01,Action Drama History War 
The Killing Jar,92.0,400000,en,2010,02,Drama Thriller Mystery 
Project Almanac,106.0,12000000,en,2015,01,Science Fiction Thriller 
Brooklyn,111.0,11000000,en,2015,10,Drama Romance 
A Walk in the Woods,104.0,8000000,en,2015,09,Adventure Comedy Drama 
99 Homes,112.0,8000000,en,2014,10,Drama 
Aloft,112.0,8000000,en,2014,02,Drama 
The Bronze,108.0,3500000,en,2016,01,Drama Comedy 
The D Train,101.0,447524,en,2015,05,Drama Comedy 
The Diary of a Teenage Girl,98.0,2000000,en,2015,08,Drama Romance 
Dope,103.0,700000,en,2015,06,Crime Drama Comedy 
The Veil of Twilight,90.0,1131974,no,2014,10,Mystery Crime Fantasy 
Suing The Devil,104.0,97,en,2011,08,Comedy Drama Thriller 
Miss Julie,120.0,5500000,en,2014,09,Drama 
Evilenko,111.0,9700000,it,2004,04,Drama Horror Thriller Crime 
Foreign Body,117.0,1500000,pl,2014,10,Drama 
The Loft,108.0,14000000,en,2014,10,Thriller 
Vice,96.0,10000000,en,2015,01,Thriller Science Fiction Action Adventure 
Lost River,95.0,2000000,en,2015,04,Fantasy Thriller 
Fear Clinic,95.0,1,en,2014,10,Horror 
Battletruck,91.0,1000000,en,1982,01,Science Fiction 
Italiano medio,90.0,1816720,it,2015,01,Comedy 
Calculator,120.0,2200000,ru,2014,12,Thriller Science Fiction Action 
Reach Me,95.0,5000000,en,2014,03,Drama 
What the Day Owes the Night,182.0,17,en,2012,09,Drama History Romance 
Project Viper,85.0,500000,en,2002,05,Horror Science Fiction 
Hardwired,94.0,5000000,en,2009,11,Action Adventure Science Fiction Thriller 
Adjust Your Tracking: The Untold Story of the VHS Collector,84.0,5000,en,2013,04,Documentary 
Loose Screws,92.0,945000,en,1985,07,Comedy 
The Glory Brigade,82.0,850000,en,1953,05,War 
Love Is My Profession,105.0,750000,fr,1958,09,Romance Drama Crime 
The Hateful Eight,167.0,44000000,en,2015,12,Crime Drama Mystery Western 
Wild Card,92.0,30000000,en,2015,01,Thriller Crime Drama 
Valley of Flowers,120.0,6000000,en,2006,07,Adventure Drama Romance 
Paper Towns,109.0,12000000,en,2015,06,Drama Mystery Romance 
The Wedding Ringer,101.0,23000000,en,2015,01,Comedy 
Absence of the Good,90.0,17,en,1999,10,Thriller 
Hits,96.0,1000000,en,2014,01,Drama Comedy 
The Master Plan,88.0,3500000,sv,2015,01,Crime Action Comedy Adventure 
The Boy Next Door,91.0,4000000,en,2015,01,Thriller 
Hearty Paws,97.0,2,ko,2006,10,Adventure Drama 
Cloud 9,98.0,98,de,2008,05,Drama Romance 
The Only Ones,117.0,1490000,en,2013,12,Comedy 
Home Sweet Hell,98.0,3000000,en,2015,03,Drama Comedy 
The Dark Valley,115.0,6350000,de,2014,02,Western Drama 
Crimson Peak,119.0,55000000,en,2015,10,Mystery Thriller Fantasy Horror Drama 
Anbe Sivam,160.0,1700000,ta,2003,01,Adventure Comedy Drama 
Heckler,80.0,250000,en,2007,01,Documentary Comedy 
Hollywood between Paranoia and Sci-Fi. The Power of Myth,55.0,118399,en,2011,05,Documentary 
"Honey, We Shrunk Ourselves",74.0,7000000,en,1997,03,Adventure Comedy Family Science Fiction Action 
Hot Tub Time Machine 2,93.0,14000000,en,2015,02,Comedy 
The Stone Council,102.0,22000000,en,2006,11,Adventure Crime Drama Fantasy Mystery Thriller 
Lascars,96.0,12500000,fr,2009,06,Animation Comedy 
Out of Nature,80.0,950000,no,2014,09,Comedy Drama 
Superfast!,99.0,20000000,en,2015,03,Action Comedy 
Fort Saganne,180.0,6000000,fr,1984,05,War Drama History 
A Gun For Jennifer,88.0,500000,en,1997,07,Drama Thriller Crime 
Sexual Predator,85.0,1000000,en,2001,12,Drama Thriller 
Hansel and Gretel Get Baked,86.0,4500000,en,2013,02,Horror Comedy 
Focus,105.0,50100000,en,2015,02,Romance Comedy Crime Drama 
The SpongeBob Movie: Sponge Out of Water,93.0,74000000,en,2015,02,Animation Adventure Comedy Family 
Demonic,83.0,3000000,en,2015,02,Thriller Horror 
The Second Best Exotic Marigold Hotel,122.0,10000000,en,2015,02,Drama Comedy 
Piggy,106.0,900000,en,2012,05,Thriller 
Tracers,94.0,11000000,en,2015,01,Action Crime Drama 
Wolf Totem,116.0,38000000,zh,2015,02,Adventure Drama 
The Lazarus Effect,83.0,3300000,en,2015,01,Thriller Horror 
Unfinished Business,91.0,35000000,en,2015,03,Comedy 
Gods,121.0,2000000,pl,2014,10,Drama 
The Connection,135.0,26000000,fr,2014,12,Action Crime Thriller 
Soulless,100.0,2800000,ru,2012,10,Comedy Drama 
Arc,113.0,650000,en,2006,10,Drama Mystery Thriller 
Raanjhanaa,140.0,6400000,hi,2013,06,Drama Romance 
Bikes vs Cars,90.0,90,en,2015,03,Documentary 
To Write Love on Her Arms,118.0,3400000,en,2015,03,Drama Music 
Run All Night,114.0,50000000,en,2015,03,Action Crime Drama Mystery Thriller 
Stand by Me Doraemon,90.0,35000000,ja,2014,08,Fantasy Animation Family 
Found,105.0,8000,en,2012,03,Thriller Horror Drama 
Road Hard,97.0,1500000,en,2015,03,Comedy 
Cinderella,105.0,95000000,en,2015,03,Romance Fantasy Family Drama 
Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,98.0,750000,en,2014,10,Documentary 
The Hollow,83.0,900000,en,2004,08,Horror 
Don't Let Him In,76.0,1150000,en,2011,06,Thriller Horror 
Dyke Hard,94.0,30000,sv,2015,02,Comedy 
Grizzly,91.0,750000,en,1976,05,Horror 
Silent Sonata,75.0,2000000,sl,2011,02,War Fantasy Drama 
Wolfsburg,90.0,3510000,de,2003,02,Drama 
Who Saw Her Die?,90.0,1000000,en,1972,05,Horror Mystery Thriller 
8 Minutes Idle,86.0,400000,en,2012,03,Comedy 
Mega Piranha,92.0,3000000,en,2010,04,Action Adventure Horror Science Fiction 
Poltergeist,93.0,35000000,en,2015,05,Horror Thriller 
Pan,111.0,150000000,en,2015,09,Adventure Family Fantasy 
While We're Young,97.0,10000000,en,2015,04,Comedy Drama Mystery 
Suite Française,107.0,15000000,en,2014,11,Drama Romance War 
Insurgent,119.0,110000000,en,2015,03,Adventure Science Fiction Thriller 
Big Game,90.0,8500000,en,2014,09,Action Adventure Thriller 
La vérité si je mens !,100.0,4000000,fr,1997,04,Comedy 
Home,94.0,135000000,en,2015,03,Fantasy Comedy Animation Science Fiction Family 
Something Wicked,95.0,3000000,en,2014,04,Mystery Thriller 
Midnight Special,112.0,18000000,en,2016,02,Adventure Drama Science Fiction 
The Gunman,115.0,40000000,en,2015,02,Action Drama Crime 
Escobar: Paradise Lost,120.0,17000000,en,2014,10,Thriller Romance 
Face-Off,105.0,600,en,1971,11,Drama Romance 
Furious 7,137.0,190000000,en,2015,04,Action 
Unfriended,82.0,1000000,en,2015,04,Horror Thriller 
Bolero,105.0,7000000,en,1984,08,Drama Romance 
Julie Darling,100.0,2000000,en,1983,03,Drama Horror Thriller 
